sentence,tags
â @Schreyeisen : Es gibt Schmalutzen ! Eisgekühlte Schmalutzen ! â ....,$( NE $. PPER VVFIN NN $. ADJD NN $. $( $.
es gibt was ???,PPER VVFIN PWS $.
Und warum muss man die kühlen ?! :P,KON PWAV VMFIN PIS PDS VVINF $. EMO
@Mara_Stutz,NE
nen Schlag !,ART NN $.
Ab zu Gruga mit der klasse -.-,ADV APPR NE APPR ART NN EMO
an dem 9. April 2013 um 19 Uhr halte ich in der VHS Gelsenkirchen den nächsten Vortrag über die Reise mit der Transsibirischen Eisenbahn .,APPR ART ADJA NN CARD APPR CARD NN VVFIN PPER APPR ART NN NE ART ADJA NN APPR ART NN APPR ART ADJA NN $.
Hauptbahnhof : Die Helfer von der Bahnsteigkante : Essens Bahnhofsmission hat in der Vorweihnachtszeit reic ...,NN $. ART NN APPR ART NN $. NE NN VAFIN APPR ART NN XY $.
http://t.co/1Huiyb0Y #Essen,NE HASH
Impressionen aus den #50ern #60ern und #70ern #ebooks und #tagebuch gibt es hier,NN APPR ART NN NN KON NN NN KON NN VVFIN PPER ADV
http://t.co/hbPG7GST http://t.co/kBX99I30,NE NE
@ChanMachtSo,NE
Du meinst http://t.co/pfN14Pe7 ?,PPER VVFIN NE $.
Photo : Impressionen aus den #50ern #60ern und #70ern #ebooks und #tagebuch gibt es hier ...,NN $. NN APPR ART NN NN KON NN NN KON NN VVFIN PPER ADV $.
http://t.co/s9dpOCuo,NE
@Schebacca,NE
Urlaub noch in dem Bett . ..... hahahaha,NN ADV APPR ART NN $. $( ITJ
Bis die Oberärzte kommen .,APPR ART NN VVFIN $.
Fachkräfte Mangel führt zu dem Auftragsboom bei ...,NN NN VVFIN APPR ART NN APPR $.
http://t.co/x6rO7sQ0,NE
RT @PASports45 : Wie ich Frauen mit Minderwertigkeitskomplexen hasse !!!,NN NE $. PWAV PPER NN APPR NN VVFIN $.
Wozu Schönheitsoperationen ?,PWAV NN $.
Der richtige Mann wird euch so nehmen ...,ART ADJA NN VAFIN PPER ADV VVINF $.
"Wenn Männer wenigstens mal mit ihren Schwanz denken würde , ja dann wären wir Frauen mal glücklicher .","KOUS NN ADV ADV APPR PPOSAT NN VVINF VAFIN $, ADV ADV VAFIN PPER NN ADV ADJD $."
@Alien2602,NE
Joa die denken ja alle interessieren sich für die komischen Spasten die da jetzt sind :D,PTKANT PDS VVFIN ADV PIS VVFIN PRF APPR ART ADJA NN PRELS ADV ADV VAFIN EMO
@duh_wynning,NE
** Side Eye ** lol,$( FM FM $( ITJ
Aus Spekulation wird Realität .,APPR NN VAFIN NN $.
Ex-Schalke-Manager Andreas Müller kümmert sich ab sofort um die Leitung der ...,NN NE NE VVFIN PRF APPR ADV APPR ART NN ART $.
http://t.co/Jfi3ox6Q,NE
@Faserpiratin @OeconomicusHomo @akinofftz @Mandelbroetchen,NE NE NE NE
"Aber das Hotel gehört doch einem Piraten aus #Brühl , soweit ich das weiß .","KON ART NN VVFIN ADV ART NN APPR NE $, KOUS PPER PDS VVFIN $."
@Der_Ich_,NE
Rumfließend kann man sie ja noch weniger trinken als schwebend .,ADJD VMFIN PIS PPER ADV ADV ADV VVINF KOKOM ADJD $.
@hammerih,NE
und gemessen bei euch ?,KON VVPP APPR PPER $.
Heute ?,ADV $.
"RT @Mayrale_Esteban Schopenhauer , baby .","NN NE NE $, NN $."
http://t.co/MIxYFOyw,NE
Bauarbeiten in dem Eisenbahnknoten Leipzig . Alles Informationen unter : http://t.co/bV133N7g #SN #bahn,NN APPR ART NN NE $. PIAT NN APPR $. NE HASH HASH
Gute Nacht und einen noch besseren Start in die neue Woche .,ADJA NN KON ART ADV ADJA NN APPR ART ADJA NN $.
#Monday,HASH
RT @W_SK : Twittern ist was für Frauen ?,NN NE $. VVINF VAFIN PIS APPR NN $.
RT @janinmty Funfact : Die ersten 3 Kandidaten twittern nicht .,NN NE NN $. ART ADJA CARD NN VVFIN PTKNEG $.
Die ersten vier Kandidatinnen twitt ...,ART ADJA CARD NN XY $.
RT @GAWOLI : Das Geheimnis des Könnens liegt in der Stärke des Wollens !,NN NE $. ART NN ART NN VVFIN APPR ART NN ART NN $.
Aus gegebenem Anlass,APPR ADJA NN
Die Streitereien der #Piraten hier zu lesen hat was von ganz schlechter Comedy,ART NN ART NE ADV PTKZU VVINF VAFIN PIS APPR ADV ADJA NN
@ATT_LT,NE
ichimoku-smoke lol,NN ITJ
"Oh man , den ganzen Tag Kopf , Hals- und Leistenschmerzen ist auch nicht das gelbe von dem Ei :/","ITJ ITJ $, ART ADJA NN NN $, TRUNC KON NN VAFIN ADV PTKNEG ART NN APPR ART NN EMO"
Stadtführung die erste :),NN ART ADJA EMO
Prag <3,NE EMO
http://t.co/JpDG1N4Z,NE
Einen wunderschönen #gutenMorgen !,ART ADJA NN $.
Wer verwöhnt Sie heute mit einem Sonntags-Frühstück ?,PWS VVFIN PPER ADV APPR ART NN $.
http://t.co/lHbvrQox,NE
"Bewertung zu http://t.co/LkGEaP8P | Online Magazin ( Sachsenhausen , Frankfurt an dem Main , von Donovan_Fels ) : 4 von 5 ... http://t.co/BbCKkEVj","NN APPR NE $( NN NN $( NE $, NE APPR ART NE $, APPR NN $( $. CARD APPR CARD $( NE"
"quarktaschiges rosbach , sedierendes bad nauheim , brömmseliges schmitten .","ADJA NE $, ADJA NE NE $, ADJA NE $."
( aus meinem noch zu schreibenden schlecht gelaunten hessenführer . ),$( APPR PPOSAT ADV APPR ADJA ADJD ADJA NN $. $(
@Gersprenz,NE
ups .,ITJ $.
Mein Verlängerungskabel ?!,PPOSAT NN $.
Danke !,PTKANT $.
Umsatz des Weltbild-Verlags stagniert - E-Books sollen helfen - derStandard.at,NN ART NN VVFIN $( NN VMFIN VVINF $( NE
http://t.co/uXPVxbye,NE
"Ab jetzt , nach dem Weltuntergang , bis zu dem Beginn des neuen Jahres Twitterpause .","APPR ADV $, APPR ART NN $, APPR APPR ART NN ART ADJA NN NN $."
Euch allen frohe Festtage und alles Gute !,PPER PIAT ADJA NN KON PIAT NN $.
RT @CapoOffiziell : Hass ist Ballast .,NN NE $. NN VAFIN NN $.
Das Leben ist zu kurz um immer wütend zu sein .,ART NN VAFIN PTKA ADJD APPR ADV ADJD PTKZU VAINF $.
RT @Hochzeitsforum : Hochzeitseinladung : http://t.co/rGZNNK9t,NN NE $. NN $. NE
Tooooor !,NN $.
Eintracht Frankfurt - 1. FSV Mainz 05 .,NN NE $( ADJA NE NE CARD $.
Spielstand 0:2,NN CARD
#fussball #bundesliga,HASH HASH
Volontär ( w/m ) für Crossmedia-Ausbildung in dem Spezialisierungsbereich Finanz- oder Interne Kommunik ...,NN $( ADJD $( APPR NN APPR ART NN TRUNC KON ADJA XY $.
Jobs in Unte ...,NN APPR XY $.
http://t.co/veoOENsL,NE
Noch nihma at work und akku bei 81 % hate gegen smartphones,ADV ADV FM FM KON NN APPR CARD NN NN APPR NN
@PhilippSchlarb,NE
hast du denn Thomas zu dem abschreiben verleitet ?!,VAFIN PPER ADV NE APPR ART NN VVFIN $.
#Job in #Frankfurt : Wer reinigt 1 x pro Woche unsere Wohnung : Wir suchen jemand der jeden Donnerstag unsere 150 ...,NN APPR NE $. PWS VVFIN CARD ADV APPR NN PPOSAT NN $. PPER VVFIN PIS ART PIAT NN PPOSAT CARD $.
http://t.co/0sMbOupU,NE
"Einmal eine solche Sitzordnung , wie #Knigge es neuerdings vorschlägt , erlebt .","ADV ART PIAT NN $, PWAV NN PPER ADV VVFIN $, VVPP $."
Die Feier ging komplett in die Hose .,ART NN VVFIN ADJD APPR ART NN $.
@aschnapper,NE
An einem anderen Tag ..,APPR ART ADJA NN $.
@Broken_Phoenix,NE
dumm einfach dumm :),ADJD ADJD ADJD EMO
@t_nach,NE
"danke dem Holz bekommt man zwar schönes Licht , aber möchte man sich eine hölzerne Lampe in das Zimmer hängen ?","PTKANT ART NN VVFIN PIS ADV ADJA NN $, KON VMFIN PIS PRF ART ADJA NN APPR ART NN VVINF $."
@AlexBKrieger,NE
great Song ! *__* â¥,FM FM $. EMO IMG
Du hast einen guten Musikgeschmack :),PPER VAFIN ART ADJA NN EMO
@kevusch,NE
"die sollten öfter das mit dem "" miteinanderreden "" versuchen ... ;)",PDS VMFIN ADV PDS APPR ART $( NN $( VVINF $. EMO
"in dem Ernst , mich beunruhigt das auch gerade ..","APPR ART NN $, PPER VVFIN PDS ADV ADV $."
RT @FAZ_Sport : Hannover-Boss Martin Kind in dem Gespräch : â Die Politik darf die Spielregeln nicht definieren â,NN NE $. NN NE NE APPR ART NN $. $( ART NN VMFIN ART NN PTKNEG VVFIN $(
http://t.co/Zbiw8P1M,NE
"in dem Dunkeln zu der Uni , in dem Dunkeln nach Hause ...","APPR ART NN APPR ART NN $, APPR ART NN APPR NN $."
#wintersemester,HASH
"Internationale Opernnacht begeistert Gäste : Mühlheim ( M. ) - Begeisterte Gäste , zufriedene Künstler un ...","ADJA NN VVFIN NN $. NE $( NE $( $( ADJA NN $, ADJA NN XY $."
http://t.co/O4YBN2Rg #Mühlheim,NE HASH
@giveitaname @sauerstoff,NE NE
"Ich glaube nicht , aber ACHTung : Frag doch mal @Einzylinder ob er wieder welche mitbringen kann ;-)","PPER VVFIN PTKNEG $, KON NN $. VVIMP ADV ADV NE KOUS PPER ADV PWS VVINF VMFIN EMO"
Der Winzer Glühwein glüht ganz wunderbar,ART NN NN VVFIN ADV ADJD
Warum heute prokrastinieren wenn man es morgen auch noch machen kann .,PWAV ADV NN KOUS PIS PPER ADV ADV ADV VVINF VMFIN $.
2:0 mainz !!!!!!!!!!!! :),CARD NE $. EMO
""" Du schudest mir noch Geld , weißt du noch ? ""","$( PPER VVFIN PPER ADV NN $, VVFIN PPER ADV $. $("
#BerühmteLetzteWorte,HASH
http://t.co/6qFJJMDN gute sache,NE ADJA NN
Wir machen eine Pause ... ( @ inlingua Sprachschule Frankfurt ),PPER VVFIN ART NN $( $( APPR NE NN NE $(
http://t.co/NjD4J5CO,NE
RT @michelleyxufiom : Ich liebe ihn so so sehr .,NN NE $. PPER VVFIN PPER ADV ADV ADV $.
@wettendass - jetzt ladet doch schon One Direction zu euch ein !,NE $( ADV VVFIN ADV ADV NE NE APPR PPER PTKVZ $.
#1DToWettenDass,HASH
Klug und so lesenswert @BObrist #FF,ADJD KON ADV ADJD NE HASH
vielen Dank für die tollen Gespräche auf dem #ecil12 ...,PIAT NN APPR ART ADJA NN APPR ART NE $.
RT @unixtippse : Früher war alles besser .,NN NE $. ADV VAFIN PIS ADJD $.
Beweis : In meiner Jugend war an dem Tag der deutschen Einheit immer warmes Frühlingswetter .,NN $. APPR PPOSAT NN VAFIN APPR ART NN ART ADJA NN ADV ADJA NN $.
Gestern Abend nett gesessen und gegessen in dem Diesseits in Frankfurt-Bockenheim .,ADV NN ADJD VVPP KON VVPP APPR ART NE APPR NE $.
POL-F : 120823 - 1065 Frankfurt - Stadtgebiet : Geschwindigkeitsmessungen : Frankfurt ( ots ) - Auch in der ...,NE $. CARD $( CARD NE $( NN $. NN $. NE $( NN $( $( ADV APPR ART $.
http://t.co/Gl0QY1Ua #Frankfurt,NE HASH
"RT @UteWeber : Ist es eigentlich explizit in der StVO verboten , an der Ampel einen schüchternen Kleinwagen sanft bis zu der Induktionsschlei ...","NN NE $. VAFIN PPER ADV ADJD APPR ART NN VVPP $, APPR ART NN ART ADJA NN ADJD APPR APPR ART XY $."
"Toll , dass man sich an dem Frankfurter Hauptbahnhof so gut an dem Ammoniakgeruch orientieren kann .","ADJD $, KOUS PIS PRF APPR ART ADJA NN ADV ADJD APPR ART NN VVINF VMFIN $."
@SuddenGrey,NE
zu viel #rtl oder #rtl2 geschaut ?,PTKA PIS NE KON NE VVPP $.
@Volker_Herres .,NE $.
"Söder liegt tot vor der Burg , Kommissar Herbert Hiesl verdächtigt Loddar , es war der Adelige aus USA .","NE VVFIN ADJD APPR ART NN $, NN NE NE VVFIN NE $, PPER VAFIN ART NN APPR NE $."
http://t.co/wTGNESLz,NE
"#fsvlive von 10 bis 11.30 Uhr stand für die Profis noch eine Trainingseinheit auf dem Programm , direkt in dem Anschluss startete die PK :","HASH APPR CARD KON CARD NN VVFIN APPR ART NN ADV ART NN APPR ART NN $, ADJD APPR ART NN VVFIN ART NN $."
"Sicher doch ! Verlage sind doch echt paranoide Heulsusen - "" Deutscher Industrieverband arbeitet für Google """,ADJD ADV $. NN VAFIN ADV ADJD ADJA NN $( $( ADJA NN VVFIN APPR NE $(
http://t.co/vQhYTElJ,NE
@herrkaschke,NE
"wenn du kurz in skype on kommst , erklär ich es dir kurz .","KOUS PPER ADJD APPR NE PTKVZ VVFIN $, VVFIN PPER PPER PPER ADJD $."
@Christian_Henne @luebue @nico,NE NE NE
Die Alternative ist Babysitten .,ART NN VAFIN NN $.
"Also , diese DIY-Ideen sind so was von abartig !","ADV $, PDAT NN VAFIN ADV PIS APPR ADJD $."
Bitte NICHT nachmachen !!! ...,ADV PTKNEG VVINF $. $(
http://t.co/NRJhEj8U,NE
@KiyuaRizumu,NE
duhu du hattest doch eine oder sogar mehrere DearS DVDs und mangas zu verkaufen oder ?,PPER PPER VAFIN ADV ART KON ADV PIAT NE NN KON NN PTKZU VVINF KON $.
Sind die schon weg ?,VAFIN PDS ADV PTKVZ $.
Ich habe echt die Nase Voll von Lana Del Ray die fuckt mich mit ihrer Monoten Scheiß Stimme einfach nur noch ab .,PPER VAFIN ADJD ART NN ADJD APPR NE NE NE PDS VVFIN PPER APPR PPOSAT ADJA ADJA NN ADJD ADV ADV PTKVZ $.
@my_private_jet,NE
richtig asozial von dir okiinii Bilder zu Posten !!!,ADV ADJD APPR PPER NE NN APPR VVINF $.
Weg von der immermann du verfressenes Ding !!,ADV APPR ART NE PPER ADJA NN $.
"RT @deliciousS : geil , Falcon Crest Musik in dem Hintergrund","NN NE $. ADJD $, NE NE NN APPR ART NN"
#bsf,HASH
RT @AndreasSchepers : < Klugscheiss > Liebe Kollegen der Medien : 36 Kilometer ist zwar scheisse hoch aber auf keinen Fall das Weltall ...,NN NE $. $( VROOT $( ADJA NN ART NN $. CARD NN VAFIN ADV ADJD ADJD KON APPR PIAT NN ART NN $.
RT @joschasauer : Facebook ist wieder betrunken und kumpelt mich unangenehm von der Seite an .,NN NE $. NE VAFIN ADV ADJD KON VVFIN PPER ADJD APPR ART NN PTKVZ $.
Der Gaspreis ist Wladimir Putins Peitsche - DIE WELT,ART NN VAFIN NE NE NN $( ART NE
http://t.co/fAtN5OuI,NE
Großes Teamplay : toni und match gewinnen 6:4 gegen Dirk und norbert .,ADJA NN $. NE KON NN VVFIN CARD APPR NE KON NE $.
#id1354878147384,HASH
DFL-Sicherheitskommission glättet die Wogen - Bundesliga - kicker online,NN VVFIN ART NN $( NN $( NN ADV
http://t.co/J4l9gqUw,NE
Online-Tip : Kostenfreies Girokonto mit der VISA-Card weltweit kostenfrei Geld abheben,NN $. ADJA NN APPR ART NN ADJD ADJD NN VVINF
http://t.co/XXdp9WMN,NE
Leider ohne zufriedenstellendes Ergebnis :(,ADV APPR ADJA NN EMO
"Ich bin immer wieder fasziniert , wie sehr sich die Menschen in dem Ruhrgebiet doch von den Leuten in Freiburg unterscheiden .","PPER VAFIN ADV ADV VVPP $, PWAV ADV PRF ART NN APPR ART NE ADV APPR ART NN APPR NE VVFIN $."
@Naizz,NE
"geht auch über Twitter , Facebook , Jappy usw. , man braucht keine eigene homepage , siehe auch http://t.co/SSjpWIgD","VVFIN ADV APPR NE $, NE $, NE ADV $, PIS VVFIN PIAT ADJA NN $, VVIMP ADV NE"
Fußball/DFB-Pokal : Baden-Derby in dem Pokal-Achtelfinale : http://t.co/VbaXDhtS #Freiburg #Breisgau,NN $. NE APPR ART NN $. NE HASH HASH
"RT @Burned_Bitch : Wenn mich einer ficken will , dann ficke ich nicht zurück .","NN NE $. KOUS PPER PIS VVINF VMFIN $, ADV VVFIN PPER PTKNEG PTKVZ $."
ICH FISTE,PPER VVFIN
@CemB,NE
Stimmt !,VVFIN $.
Gestern fing der Sommerdom an .,ADV VVFIN ART NN PTKVZ $.
Ich hab diesmal nichts gehört .,PPER VAFIN ADV PIS VVPP $.
""" Wenn ich so ein Arschloch bin , was willst du dann noch von mir ?","$( KOUS PPER ADV ART NN VAFIN $, PWS VMFIN PPER ADV ADV APPR PPER $."
"Was machst du dann immernoch hier ? """,PWS VVFIN PPER ADV ADV ADV $. $(
"Fragen , auf die ich keine Antwort habe .","NN $, APPR PRELS PPER PIAT NN VAFIN $."
Dirk Nowitzki : Ri-dirk-ulous ! â ZEIT ONLINE,NE NE $. NN $. $. NE NE
http://t.co/taCpxugj,NE
hat ein @runtastic Livetracking gestartet .,VAFIN ART NE NN VVPP $.
Schau dir an wo ich bin und feuere mich an . - http://t.co/jduuCIkR #runtastic #iphone,VVIMP PPER PTKVZ PWAV PPER VAFIN KON VVFIN PPER PTKVZ $. $( NE HASH HASH
"RT @onlinegott : Wundervoll , wie ein Satz Marke â Call of Duty ist ein guter Ego-Shooter â Hass in der Gaming-Community Aufkommen lässt .","NN NE $. ADJD $, PWAV ART NN NN $( NE NE NE VAFIN ART ADJA NN $( NN APPR ART NN VVINF VVFIN $."
We ...,XY $.
"Wieso tun Menschen ( Männlein wie Weiblein ) sich das an , bei dickster Sommerhitze in riesigen Lederstiefeln herumzurennen ?","PWAV VVFIN NN $( NN KON NN $( PRF PDS PTKVZ $, APPR ADJA NN APPR ADJA NN VVIZU $."
Wozu eine Photovoltaik Versicherung ? : Erneuerbare Energien und nachhaltiges Wirtschaften werden hierzulande imme ...,PWAV ART NN NN $. $. ADJA NN KON ADJA NN VAFIN ADV XY $.
http://t.co/UG7c1PmD,NE
"Online-Supermärkte : "" Es rentiert sich einfach nicht "" ...",NN $. $( PPER VVFIN PRF ADJD PTKNEG $( $.
http://t.co/Be8BftUl,NE
KStA : Kölner Stadt-Anzeiger : Guttenberg-Jäger Fischer-Lescano verteidigt Schavan - Täuschungsabsicht nicht ..,NN $. ADJA NN $. NN NE VVFIN NE $( NN PTKNEG $.
http://t.co/g66RvT4J,NE
RT @VIBEKINGz : Das 5 Stück ist daaaaaaa !,NN NE $. ART CARD NN VAFIN ADV $.
Teilen Leute !!!,NN NN $.
SpaceBoyz haben bald wieder einen Free Download Track für euch !!!!,NE VAFIN ADV ADV ART NN NN NN APPR PPER $.
http://t.co/ ...,NE $.
""" Märchenmond "" - Ein Fantasy-Abenteuer mit Musik : Hamburg ( rtn ) Jetzt erobert "" Märchenmond "" , als Musical für die ...","$( NN $( $( ART NN APPR NN $. NE $( NE $( ADV VVFIN $( NN $( $, APPR NN APPR ART $."
http://t.co/lsm2Mpqy,NE
MTV VMAs - Tops und Flops von dem roten Teppich : MTV VMAs - Tops und Flops von dem roten Teppich,NE NN $( NN KON NN APPR ART ADJA NN $. NE NN $( NN KON NN APPR ART ADJA NN
Alle Style-Erfolge u ...,PIAT NN XY $.
http://t.co/nLp8fjWf,NE
Dönchs Finanzen - Die Euro-Verräter - von Kohl bis Schröder â FOCUS Online,NE NN $( ART NN $( APPR NE KON NE $( NE NE
http://t.co/Vabz3QMP,NE
"ui , ui bald bekomme ich die Mazedonische Staatsbürgerschaft :D","ITJ $, ITJ ADV VVFIN PPER ART ADJA NN EMO"
"Netzwelt-Ticker : Googles Fahrrad-Navi , schlechte Passwörter , Teilsieg für WikiLeaks : Der Netzwelt-Ticke ...","NN $. NE NN $, ADJA NN $, NN APPR NE $. ART XY $."
http://t.co/44Dyp4jm #Spiegel,NE HASH
@TillaPe,NE
Ich lote gerade günstige Tarifvarianten mit Deckel aus .,PPER VVFIN ADV ADJA NN APPR NN PTKVZ $.
"â @tante : Naidoo , Savas und die Ritualmorde http://t.co/2O9Al3yH via @rotstehtunsgut â würg .","$( NE $. NE $, NE KON ART NN NE APPR NE $( VROOT $."
"Christenfundis und Macker , Super Kombination","NN KON NN $, ADJA NN"
RPO : Rheinische Post : RAG-Stiftung bekommt heute neue Vorstände : Bärbel Bergerhoff-Wodopia und Helmut Linssen,NE $. NE NE $. NN VVFIN ADV ADJA NN $. NE NE KON NE NE
http://t.co/ZZ69RWvw,NE
"Der Landkreis Rheingau-Taunus-Kreis stellt sich vor - Firmen , Unternehmer , Handwerker , Dienstleister","ART NN NE VVFIN PRF APPR $( NN $, NN $, NN $, NN"
http://t.co/aXdUdeT4,NE
Wirtschaftskrise : Amerikas Illusion von ewigem Wachstum,NN $. NE NN APPR ADJA NN
http://t.co/nUPy8nJ6,NE
"Hier mal was anderes , neben dem aktuellen Battlekrams !","ADV ADV PIAT PIS $, APPR ART ADJA NN $."
Well done !,FM FM $.
Spreaden !,VVIMP $.
liken !,VVIMP $.
Dies Das !,PDS PDS $.
http://t.co/uMtfZse6,NE
Die @_parti soll mal ein Kinderbuch machen .,ART NE VMFIN ADV ART NN VVINF $.
Ich will es dann 486 Mal kaufen .,PPER VMFIN PPER ADV CARD NN VVINF $.
Männer finden hübsche Haare bei Frauen fast am attraktivsten .,NN VVFIN ADJA NN APPR NN ADV PTKA ADJD $.
FAKT .,NN $.
Wie das Shopping Verhalten der Frauen von den fruchtbaren Tagen abhängen kann ?,PWAV ART NN NN ART NN APPR ART ADJA NN VVINF VMFIN $.
#Zyklus #Familie #Marketing http://t.co/NLPwGaXu,HASH HASH HASH NE
@KatrinKathy73,NE
"hahaha , das hast Du ja charmant ausgedrückt .","ITJ $, PDS VAFIN PPER ADV ADJD VVPP $."
"Wann läuft "" The Core "" ?",PWAV VVFIN $( NE NE $( $.
"Interessantes #Event in #Hamburg : Info Termin "" Coaching Challenge "" - http://t.co/iZfeet3a eine wunderbare Gelegenheit , um ei ...","ADJA NN APPR NE $. NN NN $( NN NN $( $( NE ART ADJA NN $, APPR XY $."
Bauchschmerzen vor hunger .,NN APPR NN $.
Nun echt mal was zu essen machen .,ADV ADJD ADV PIS PTKZU NN VVINF $.
"Anlagenberater / Anlagenberaterin - Gehalt | Gehälter , Beruf und Ausbildung","NN $( NN $( NN $( NN $, NN KON NN"
http://t.co/KIsjVWWO,NE
POL-CLP : Pressemeldungen aus dem Bereich Vechta,NN $. NN APPR ART NN NE
http://t.co/I1IXEnEr,NE
#Heldenreise nach Joseph Campbell oder was Veränderung mit #Storytelling zu tun hat - klasse kostenloses Ebook,NN APPR NE NE KON PWS NN APPR NN PTKZU VVINF VAFIN $( ADJA ADJA NN
http://t.co/px4gyruc,NE
@ticktricktrack,NE
Thx - haben wir .,PTKANT $( VAFIN PPER $.
Hagenbeck ist echt ein toller Tierpark .,NE VAFIN ADJD ART ADJA NN $.
@adsinistram,NE
"Ich finde Väter sollten die gleichen Rechte , wie die Mütter haben .","PPER VVFIN NN VMFIN ART ADJA NN $, KOKOM ART NN VAINF $."
Und Mütter die gleichen Pflichten wie .,KON NN ART ADJA NN KOKOM $.
http://t.co/lV1z4EeV,NE
@nasemann69,NE
Ich hab an die Filme eh nur EINEN einzigen Anspruch gehabt ... ;),PPER VAFIN APPR ART NN ADV ADV ART ADJA NN VAPP $. EMO
"[ ich unterschreibe doch nichts , was meinen Grundsätzen widerspricht ]","$( PPER VVFIN ADV PIS $, PRELS PPOSAT NN VVFIN $("
In 3 Stunden HOAXILLA wieder in dem Re:Live .,APPR CARD NN NE ADV APPR ART NE $.
Einschalten auf http://t.co/V7iGtTbL,VVINF APPR NE
Und wieder mal nehmen wir uns die Zeit mit euch zu chatten .,KON ADV ADV VVFIN PPER PRF ART NN APPR PPER PTKZU VVINF $.
@artlesssoul,NE
Was guckst du ?,PWS VVFIN PPER $.
@maria_boos,NE
"Schön , dass es sich gelohnt hat , schade , dass ich nicht bleiben und sie auch mal sehen konnte .","ADJD $, KOUS PPER PRF VVPP VAFIN $, ADJD $, KOUS PPER PTKNEG VVINF KON PPER ADV ADV VVINF VMFIN $."
"Ich finde , ich bin sehr bodenständig .","PPER VVFIN $, PPER VAFIN ADV ADJD $."
Folge auch den weniger Privilegierten .,VVFIN ADV ART PIAT NN $.
Never forget where you 're coming from !,FM FM FM FM FM FM FM $.
@_martinwolf @felixmeyer,NE NE
Schon wieder 'ne Sache ?,ADV ADV ART NN $.
HSV zu der Stadioneröffnung nach Porto Alegre : Der Hamburger SV wurde als Eröffnungsspielgegner zu der Stadioneröffnun ...,NE APPR ART NN APPR NE NE $. ART ADJA NN VAFIN APPR NN APPR ART XY $.
http://t.co/SOLZtPU8,NE
Bildstrecke : Opel Adam : Opel versucht es klein und schick : ...,NN $. NE NE $. NE VVFIN PPER ADJD KON ADJD $. $.
http://t.co/KMkKQbYc,NE
"RT @cle_de : viele Leute schwimmen mit dem Strom , manche dagegen ... und ich stehe mitten in dem Wald und finde nicht einmal den Fluss","NN NE $. PIAT NN VVFIN APPR ART NN $, PIS PAV $( KON PPER VVFIN ADV APPR ART NN KON VVFIN PTKNEG ADV ART NN"
"Acryl Wand-Prospekthalter mit Deckel , wetterfest für Din-A4 Broschüren und Flyer - http://t.co/2hgynKPw","NN NN APPR NN $, ADJD APPR NN NN KON NN $( NE"
RT @SPIEGEL_Top : Landtagswahl in Niedersachsen : Grüner tritt wegen Beschneidungsgedicht zurück,NN NE $. NN APPR NE $. NN VVFIN APPR NN PTKVZ
http://t.co/FfvZaQmt,NE
@catwomanon,NE
"nur die , die jünger als ~ 2 monate sind .","ADV PDS $, PRELS ADJD KOKOM XY CARD NN VAFIN $."
"Dortmund-""Tatort"" : Die Kommissare in dem Check - BZ",NE $. ART NN APPR ART NN $( NE
@FrlPrusseliese,NE
Sowohl als auch ........ ;oD,KON KON ADV $. EMO
Bin also schwanzgesteuert .,VAFIN ADV VVPP $.
"RT @Heeeeenrik : Es ist alles nicht mehr das , was es einmal war .","NN NE $. PPER VAFIN PIS PTKNEG ADV PDS $, PRELS PPER ADV VAFIN $."
"#Piraten , die Meister der Verallgemeinerung wenn 's um die anderen geht . Äußerungen aus den eigenen Reihen sind aber immer nur Einzelfälle .","NN $, ART NN ART NN KOUS PPER APPR ART PIS VVFIN $. NN APPR ART ADJA NN VAFIN ADV ADV ADV NN $."
Sehr coole Idee !,ADV ADJA NN $.
Textwende verschenkt Ideen für originelle Weihnachtspost-Texte,NN VVFIN NN APPR ADJA NN
http://t.co/wx4BSLu8,NE
Einen Stern hol ich von dem Himmel nur für dich ( Enzian-Roman ) von Stefanie Burgemeister,ART NN VVFIN PPER APPR ART NN ADV APPR PPER $( NN $( APPR NE NE
